Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
07-11-2007,2242,2331.3,2182,2267.45,2273.578355,615330,18192,1399000969,65181,10.59,149.3,25.45
06-11-2007,2260,2289,2175,2208.75,2230.991872,541943,16350,1209070428,107403,19.82,114,-51.25
05-11-2007,2229,2329,2210,2240.25,2271.573993,902448,29762,2049977407,183280,20.31,119,11.25
02-11-2007,2040,2278.7,2025,2251.75,2167.251946,1051347,34093,2278533832,154739,14.72,253.7,211.75
01-11-2007,2100,2140,2055,2070.85,2104.005315,502118,17596,1056458941,41785,8.32,85,-29.15
31-10-2007,2055,2121.95,2030,2068.15,2090.768216,480228,17512,1004045439,45944,9.57,91.95,13.15
30-10-2007,2135,2170,2040.35,2062.2,2099.746626,1107509,35708,2325488286,123159,11.12,129.65,-72.8
29-10-2007,2110,2179.7,2091.9,2117.85,2134.732063,970131,23515,2070969751,301642,31.09,87.8,7.85
26-10-2007,1955,2104.45,1905,2083.95,2037.952386,1080058,34777,2201106778,143315,13.27,199.45,128.95
25-10-2007,1929,1973,1910,1944.55,1945.722371,545415,17684,1061226167,114006,20.9,63,15.55
24-10-2007,1830,1942.5,1812.9,1908,1884.933493,953188,28639,1796695986,178966,18.78,129.6,78
23-10-2007,1740,1829.1,1730,1812.9,1788.159733,501486,14584,896737072,98255,19.59,99.1,72.9
22-10-2007,1603,1730,1601,1712.7,1693.203429,503256,14911,852114785,91104,18.1,129,109.7
19-10-2007,1710,1720,1601.5,1667.6,1652.76082,637197,20063,1053134236,169135,26.54,118.5,-42.4
18-10-2007,1846,1874.8,1622.2,1677.45,1792.054002,750746,22823,1345377374,203878,27.16,252.6,-168.55
17-10-2007,1854,1874.9,1727,1828.5,1817.232493,725797,21111,1318941892,187290,25.8,147.9,-25.5
16-10-2007,1960,1992,1900,1924.35,1942.791117,823178,17979,1599262906,241873,29.38,92,-35.65
15-10-2007,1879,1975.7,1865,1956.95,1928.076011,840817,18350,1621159087,274048,32.59,110.7,77.95
12-10-2007,1934.95,1947,1841,1862.3,1906.682323,517201,15007,986138004,71038,13.74,106,-72.65
11-10-2007,1934.4,1951.95,1912.25,1944.55,1938.139837,580477,14697,1125045598,106801,18.4,39.7,10.15
10-10-2007,1900,1957.9,1860.55,1923.85,1918.354752,1036052,28288,1987515278,161283,15.57,97.35,23.85
09-10-2007,1780,1909,1744,1889.75,1844.061107,712796,17490,1314439381,90318,12.67,165,109.75
08-10-2007,1894,1894,1756,1782.65,1796.199045,561702,15597,1008928596,108377,19.29,138,-111.35
05-10-2007,1915,1932,1845,1863.25,1900.147297,614342,14161,1167340291,138895,22.61,87,-51.75
04-10-2007,1900,1945,1850.05,1900.35,1902.202531,729524,19555,1387702399,91397,12.53,94.95,0.35
03-10-2007,1925,1947,1791.05,1909.4,1891.218084,574439,16825,1086389425,73650,12.82,155.95,-15.6
01-10-2007,1984,1984,1886,1893.5,1910.386711,540584,15963,1032724490,123164,22.78,98,-90.5
28-09-2007,1910,1969.8,1890.15,1950.7,1933.264557,748727,17521,1447487372,170236,22.74,79.65,40.7
27-09-2007,1860,1900,1851.5,1886,1872.025276,571410,13465,1069693963,202676,35.47,48.5,26
26-09-2007,1819.15,1876.9,1791.3,1848.1,1840.170641,725431,17540,1334916828,72937,10.05,85.6,28.95
25-09-2007,1838,1844.9,1783.1,1803.85,1807.820461,325923,9071,589210268,42577,13.06,61.8,-34.15
24-09-2007,1836,1860,1811.05,1833.2,1836.494851,308307,7710,566204218,50959,16.53,48.95,-2.8
21-09-2007,1750,1836.9,1735.05,1808.25,1788.844951,399673,10512,714953028,53494,13.38,101.85,58.25
20-09-2007,1770,1782,1755,1759.35,1767.021242,388806,9653,687028461,98460,25.32,27,-10.65
19-09-2007,1728.9,1774.95,1728.9,1770,1763.453628,644369,16464,1136314851,183377,28.46,46.05,41.1
18-09-2007,1646,1702,1636,1693.4,1674.243782,662501,15352,1109188180,119233,18,66,47.4
17-09-2007,1660,1679,1638,1646.55,1652.521609,329661,9226,544771926,33646,10.21,41,-13.45
14-09-2007,1685,1708,1645.25,1653.55,1682.294216,425565,11945,715925538,74284,17.46,62.75,-31.45
13-09-2007,1626,1682,1626,1675.85,1667.66479,634667,16083,1058411809,137984,21.74,56,49.85
12-09-2007,1635,1638.85,1618.35,1624.15,1629.84949,276074,7413,449959068,30266,10.96,20.5,-10.85
11-09-2007,1649.7,1651.95,1613.05,1622.2,1629.414031,382409,10071,623102590,93217,24.38,38.9,-27.5
10-09-2007,1596,1645,1590,1640.5,1626.733454,447570,11730,728077092,100983,22.56,55,44.5
07-09-2007,1638,1653.1,1615.1,1620.1,1635.134849,498067,13973,814406709,41356,8.3,38,-17.9
06-09-2007,1575.1,1636,1575.1,1631.85,1619.310511,649453,19264,1051666069,133756,20.6,60.9,56.75
05-09-2007,1620.65,1626.9,1581,1594.45,1608.37037,546578,14121,879099860,102281,18.71,45.9,-26.2
04-09-2007,1619,1620,1591.5,1610.35,1606.532634,502428,14765,807166978,50842,10.12,28.5,-8.65
03-09-2007,1614.5,1621.9,1601.4,1605.6,1611.84335,364814,10514,588023020,55020,15.08,20.5,-8.9
31-08-2007,1572,1617.85,1572,1599.5,1602.135652,700242,18421,1121882673,166800,23.82,45.85,27.5
30-08-2007,1600,1607,1561,1572.3,1580.294318,577604,14269,912784319,116604,20.19,46,-27.7
29-08-2007,1520,1585,1510.55,1574.9,1556.725354,785927,22887,1223472487,137654,17.51,74.45,54.9
28-08-2007,1565,1569,1527,1548.8,1553.692105,536780,17887,833990848,58361,10.87,42,-16.2
27-08-2007,1500,1565,1485,1556.65,1536.347623,725140,20742,1114067115,181238,24.99,80,56.65
24-08-2007,1425,1473.7,1420.1,1466.25,1453.052652,916051,23682,1331070335,197287,21.54,53.6,41.25
23-08-2007,1475.8,1500,1408,1415.05,1446.973564,846614,25666,1225028077,97651,11.53,92,-60.75
22-08-2007,1472,1504.5,1425.2,1457.95,1465.696731,1028496,29121,1507463225,77209,7.51,79.3,-14.05
21-08-2007,1560,1565,1453,1463.75,1497.208541,810493,23140,1213477042,160616,19.82,112,-96.25
20-08-2007,1550,1590,1540.2,1550.45,1558.706819,382712,12182,596535804,55680,14.55,49.8,0.45
17-08-2007,1521.6,1544,1462,1519.5,1509.019227,1264816,31741,1908631663,178463,14.11,82,-2.1
16-08-2007,1581,1585,1516.05,1521.6,1535.968035,713083,22117,1095272694,234450,32.88,68.95,-59.4
14-08-2007,1645,1645,1605.25,1614.9,1616.32698,599621,13260,969183600,90284,15.06,39.75,-30.1
13-08-2007,1674.4,1674.4,1595.1,1613.3,1613.018905,504851,14453,814334207,80815,16.01,79.3,-61.1
10-08-2007,1600,1615,1581.15,1607.25,1601.79629,740255,21354,1185737713,117284,15.84,33.85,7.25
09-08-2007,1721,1736,1640.6,1649.6,1681.661021,586741,17161,986699469,74336,12.67,95.4,-71.4
08-08-2007,1745,1745,1698.2,1705.95,1713.516597,473284,14048,810979989,58453,12.35,46.8,-39.05
07-08-2007,1704.45,1726,1672.05,1683.25,1702.017687,753880,23054,1283117094,78501,10.41,53.95,-21.2
06-08-2007,1608.6,1698.7,1592.6,1681.85,1647.113239,1332150,33124,2194201901,112025,8.41,106.1,73.25
03-08-2007,1609,1652,1609,1636,1639.123179,707280,18368,1159319042,147802,20.9,43,27
02-08-2007,1559,1627.7,1540,1592.75,1594.41497,1124350,28426,1792680472,92664,8.24,87.7,33.75
01-08-2007,1610,1610,1541.1,1548.25,1572.040185,1082895,25156,1702354456,233031,21.52,68.9,-61.75
31-07-2007,1590,1636,1545,1624.5,1589.49641,1744850,41121,2773432811,113113,6.48,91,34.5
30-07-2007,1519.7,1615,1509,1579,1577.436969,1129445,27676,1781628297,129741,11.49,106,59.3
27-07-2007,1540,1540,1470.05,1500.05,1498.65884,955457,20705,1431904079,156874,16.42,69.95,-39.95
26-07-2007,1576,1576,1542.35,1550.85,1555.714674,312972,6961,486895133,69824,22.31,33.65,-25.15
25-07-2007,1542,1582.8,1537,1568.3,1560.328698,471122,9630,735105177,85738,18.2,45.8,26.3
24-07-2007,1598,1607.35,1565.25,1574.95,1588.799825,382611,9672,607892290,44782,11.7,42.1,-23.05
23-07-2007,1584,1593.9,1570.55,1587.25,1580.846602,209233,5703,330765277,15208,7.27,23.35,3.25
20-07-2007,1600,1619,1571.1,1583.4,1600.742403,308913,8187,494490138,38575,12.49,47.9,-16.6
19-07-2007,1579,1609.4,1576,1595.6,1596.946793,314753,7328,502643794,65765,20.89,33.4,16.6
18-07-2007,1578,1585,1560.05,1574.95,1573.521408,310068,7667,487898636,32533,10.49,24.95,-3.05
17-07-2007,1623,1623.75,1572,1579.8,1600.984108,648690,11406,1038542381,197865,30.5,51.75,-43.2
16-07-2007,1560,1620,1546.6,1613.5,1587.506288,685315,15303,1087941872,79745,11.64,73.4,53.5
13-07-2007,1575,1590,1548,1554.05,1567.018012,299016,6266,468563458,63325,21.18,42,-20.95
12-07-2007,1547.8,1568,1547.8,1557.45,1560.501835,212044,5421,330895051,23832,11.24,20.2,9.65
11-07-2007,1547.9,1557,1531.1,1542.35,1546.973247,344144,7458,532381561,42307,12.29,25.9,-5.55
10-07-2007,1580,1580,1544.05,1550.6,1562.809273,350338,8688,547511475,39972,11.41,35.95,-29.4
09-07-2007,1564.9,1589.9,1538.1,1571.25,1561.624127,451546,11050,705145128,76970,17.05,51.8,6.35
06-07-2007,1550,1760,1529,1550.15,1555.680061,633714,12831,985856234,122255,19.29,231,0.15
05-07-2007,1575,1579.7,1532.5,1546.8,1549.517949,659140,12889,1021349261,134445,20.4,47.2,-28.2
04-07-2007,1582,1593.45,1557,1563.4,1567.603144,661205,11371,1036507037,194031,29.35,36.45,-18.6
03-07-2007,1540,1590.95,1535.1,1582.45,1570.870076,1002413,16416,1574660585,264502,26.39,55.85,42.45
02-07-2007,1531.85,1549.9,1524.1,1530.8,1536.802239,489637,11183,752475238,81242,16.59,25.8,-1.05
29-06-2007,1472.5,1531,1472,1525.3,1508.428169,1026396,20497,1548244639,233159,22.72,59,52.8
28-06-2007,1465,1475,1448.6,1470.35,1461.759054,742767,15609,1085746387,182118,24.52,26.4,5.35
27-06-2007,1469.8,1469.8,1435.1,1447.2,1449.980414,647700,15055,939152314,90777,14.02,34.7,-22.6
26-06-2007,1445,1465.75,1440,1457.45,1456.100398,441294,10828,642568369,55212,12.51,25.75,12.45
25-06-2007,1460,1474.8,1434.15,1448.5,1448.004808,500444,13415,724645318,30280,6.05,40.65,-11.5
22-06-2007,1450,1479,1445,1455.8,1461.213375,929186,21922,1357739011,126786,13.64,34,5.8
21-06-2007,1425.2,1467,1400,1445.55,1428.891343,813323,19097,1162150194,94041,11.56,67,20.35
20-06-2007,1372.4,1430,1372.4,1425.2,1408.311036,761133,19645,1071912004,113554,14.92,57.6,52.8
19-06-2007,1322,1377.7,1314.25,1372.4,1346.851113,557683,13864,751115969,59275,10.63,63.45,50.4
18-06-2007,1329,1345,1312,1318.4,1330.526827,453086,12871,602843078,25159,5.55,33,-10.6
15-06-2007,1320,1348.5,1307.1,1323.65,1336.597488,574063,14240,767291164,56802,9.89,41.4,3.65
14-06-2007,1305.15,1326,1300,1314.05,1316.12874,429237,12298,564931152,31258,7.28,26,8.9
13-06-2007,1327,1327,1278.25,1289.4,1307.438284,626980,15072,819737655,61089,9.74,48.75,-37.6
12-06-2007,1349.8,1351,1306,1331.85,1330.218214,712343,16950,947571633,45656,6.41,45,-17.95
11-06-2007,1368.5,1377,1336,1339.75,1356.232367,397888,9690,539628584,36852,9.26,41,-28.75
08-06-2007,1345,1387,1332,1356.75,1366.851834,825921,20215,1128911634,131940,15.97,55,11.75
07-06-2007,1380,1402,1353.1,1360.4,1376.638627,879313,19943,1210496241,101423,11.53,48.9,-19.6
06-06-2007,1453,1455,1382,1388.2,1420.195142,762192,18181,1082461376,89093,11.69,73,-64.8
05-06-2007,1407,1448,1393.05,1436.25,1420.505599,656251,15974,932208220,77095,11.75,54.95,29.25
04-06-2007,1390,1418.9,1380,1406.65,1405.198111,692425,14594,972994302,162161,23.42,38.9,16.65
01-06-2007,1365,1385.5,1355,1378.1,1370.435493,724128,15563,992370713,187618,25.91,30.5,13.1
31-05-2007,1342,1360.8,1340.1,1352.4,1351.776237,616443,13095,833292999,175231,28.43,20.7,10.4
30-05-2007,1318,1354.9,1303,1324.75,1337.414721,686293,17134,917858361,106424,15.51,51.9,6.75
29-05-2007,1303,1326,1298.55,1321.95,1312.827821,447309,10059,587239700,94945,21.23,27.45,18.95
28-05-2007,1305,1329.5,1300,1306,1318.698241,378607,6967,499268385,104981,27.73,29.5,1
25-05-2007,1272.9,1302,1251.05,1298.4,1283.572203,555018,12959,712405677,77455,13.96,50.95,25.5
24-05-2007,1330.05,1330.05,1276,1284.85,1290.807398,482700,11433,623072731,94715,19.62,54.05,-45.2
23-05-2007,1335.6,1335.6,1296,1305.8,1314.473711,728087,13328,957051221,225345,30.95,39.6,-29.8
22-05-2007,1352,1358,1320,1324.65,1331.119749,601499,12460,800667198,110690,18.4,38,-27.35
21-05-2007,1328,1362,1321.2,1346.8,1350.30543,448476,11200,605579578,35931,8.01,40.8,18.8
18-05-2007,1322.05,1338.8,1300.1,1325.75,1318.410989,635880,15148,838351180,43838,6.89,38.7,3.7
17-05-2007,1280,1337,1280,1328.1,1323.463995,918634,20579,1215779024,180524,19.65,57,48.1
16-05-2007,1235,1292,1231,1284.45,1265.763559,1212178,23223,1534330740,271960,22.44,61,49.45
15-05-2007,1212,1239.9,1202.05,1226.65,1221.243561,1011123,22048,1234827453,141868,14.03,37.85,14.65
14-05-2007,1171.5,1215,1171.5,1205.75,1204.610894,694941,16708,837133499,156991,22.59,43.5,34.25
11-05-2007,1113.5,1164.6,1101.05,1149.2,1133.389535,687967,17125,779734598,80457,11.69,63.55,35.7
10-05-2007,1130,1152.35,1117.5,1123.5,1136.349001,577503,14267,656244957,85749,14.85,34.85,-6.5
09-05-2007,1080,1129.95,1068.8,1122.9,1102.94813,848509,17079,935861415,132474,15.61,61.15,42.9
08-05-2007,1119,1131,1076,1081.5,1102.272151,586248,11230,646204844,133583,22.79,55,-37.5
07-05-2007,1132.1,1147,1115.25,1119.15,1130.304595,284154,7152,321180572,37203,13.09,31.75,-12.95
